iter	Logloss
0	0.6021966539
1	0.5340813988
2	0.4787533322
3	0.4344336784
4	0.3968044125
5	0.3657636961
6	0.3465640262
7	0.3259269533
8	0.3112170017
9	0.2937878757
10	0.2842726879
11	0.2734671146
12	0.2632174783
13	0.2550161811
14	0.2468029883
15	0.2416636042
16	0.2338713733
17	0.228677633
18	0.2234113599
19	0.2182130566
20	0.2156279299
21	0.211233769
22	0.2067090349
23	0.2027193682
24	0.1984108208
25	0.1960290416
26	0.1929395115
27	0.1905381052
28	0.1885234532
29	0.1849874707
30	0.1819100336
31	0.1783900415
32	0.1760066451
33	0.1739024829
34	0.1711918873
35	0.1694470722
36	0.168322448
37	0.1665832304
38	0.1644546356
39	0.1620971959
40	0.1605151373
41	0.1590634383
42	0.1579210913
43	0.1557391653
44	0.1545704653
45	0.1533087979
46	0.1512512709
47	0.1499596456
48	0.1487870756
49	0.1468373838
50	0.1452779022
51	0.1439482427
52	0.1432855397
53	0.1419767341
54	0.1410370896
55	0.1394220948
56	0.1384536911
57	0.1369484547
58	0.135506537
59	0.1345700321
60	0.1330417445
61	0.1313024913
62	0.1298298489
63	0.1289501212
64	0.1269909615
65	0.1258847961
66	0.1248754447
67	0.1237591838
68	0.1224799138
69	0.1217660593
70	0.1208888547
71	0.1200206595
72	0.1188373822
73	0.1175433386
74	0.1164127162
75	0.1154750624
76	0.1148611506
77	0.1138007461
78	0.1126146925
79	0.1116904093
80	0.1108706336
81	0.1098403309
82	0.1089144793
83	0.1080476541
84	0.1068679926
85	0.105750038
86	0.1050622109
87	0.103903775
88	0.1030473239
89	0.1019387604
90	0.1009607199
91	0.09959236954
92	0.09863884693
93	0.09791725929
94	0.09735006014
95	0.09655855962
96	0.09562462105
97	0.09487118437
98	0.09367222136
99	0.09313616949
100	0.09235120486
101	0.09165952539
102	0.09078593271
103	0.09006410065
104	0.08927952732
105	0.08800736422
106	0.08702131776
107	0.08635154087
108	0.08561446318
109	0.08485331397
110	0.08437097249
111	0.08332698102
112	0.0830340926
113	0.082316358
114	0.08192157735
115	0.08116730838
116	0.08041765687
117	0.07965808438
118	0.078758895
119	0.07813118433
120	0.07748965771
121	0.07679993278
122	0.07592085458
123	0.07564720107
124	0.07522633312
125	0.07395274024
126	0.07352812395
127	0.0731687682
128	0.07190741264
129	0.07121594493
130	0.07084653284
131	0.07002390185
132	0.06940084825
133	0.06870585853
134	0.06838669437
135	0.06740798049
136	0.06713197236
137	0.06637248474
138	0.065588453
139	0.06485737982
140	0.06450598416
141	0.06386413297
142	0.06351579818
143	0.06290419371
144	0.06214987401
145	0.06166550765
146	0.06111590202
147	0.06091969351
148	0.06053146997
149	0.06007742299
150	0.05966976792
151	0.05953072211
152	0.05890283274
153	0.05834800048
154	0.05778158315
155	0.05731676634
156	0.05676907695
157	0.05631631067
158	0.05612877493
159	0.05532283831
160	0.05503113087
161	0.0545333292
162	0.05435207969
163	0.05418438189
164	0.05351954781
165	0.05328814519
166	0.05290722726
167	0.05273259758
168	0.05236135951
169	0.05217309141
170	0.05189086129
171	0.05150040108
172	0.05105997857
173	0.05041424623
174	0.05025270315
175	0.04991179252
176	0.0494333306
177	0.04903823478
178	0.04854358408
179	0.04826167964
180	0.04772699855
181	0.04768696001
182	0.04747428702
183	0.04698319891
184	0.04672995584
185	0.04622675018
186	0.0454584459
187	0.04511025795
188	0.04476653225
189	0.04435635044
190	0.04411252589
191	0.04374940172
192	0.04362620808
193	0.04336886139
194	0.04313369324
195	0.04268653026
196	0.04223900195
197	0.04174507138
198	0.04151855152
199	0.04110864976
200	0.04073833405
201	0.04042879432
202	0.04021153355
203	0.03989527883
204	0.03967380946
205	0.03950181347
206	0.03916613017
207	0.0386700426
208	0.03841636574
209	0.03821104828
210	0.03775620914
211	0.0375881807
212	0.03735937375
213	0.03707558025
214	0.03706936755
215	0.03689539566
216	0.03680815214
217	0.03680422491
218	0.03653300988
219	0.03637984757
220	0.03599433862
221	0.03563595541
222	0.03533267268
223	0.03517065781
224	0.03511850534
225	0.03490087986
226	0.03448345573
227	0.03431252812
228	0.03399012051
229	0.0339095208
230	0.03378734478
231	0.03364972745
232	0.03350340308
233	0.03337357426
234	0.03313166627
235	0.03284049871
236	0.03265810022
237	0.03239876452
238	0.03219215447
239	0.03207687597
240	0.03207373605
241	0.03163217821
242	0.03152529206
243	0.03148319238
244	0.03120739821
245	0.0311133574
246	0.03101182991
247	0.03082764221
248	0.03060077256
249	0.03039671439
250	0.0302162131
251	0.03003306407
252	0.03000478521
253	0.02971556821
254	0.02953787756
255	0.02926918153
256	0.02898646077
257	0.02887738134
258	0.02875085657
259	0.02864447623
260	0.0284944526
261	0.0284336442
262	0.0282956315
263	0.02803861068
264	0.0278953808
265	0.02778290257
266	0.02768416588
267	0.02750076363
268	0.02740102416
269	0.02724350908
270	0.02713889637
271	0.02713421264
272	0.02699796785
273	0.02691443332
274	0.02677402346
275	0.02672721452
276	0.02664192456
277	0.02656118475
278	0.02643149799
279	0.02642943044
280	0.02629101646
281	0.02628896916
282	0.02616122945
283	0.02607203991
284	0.02597310767
285	0.02573175842
286	0.02555095285
287	0.02546142357
288	0.02536065445
289	0.02519957191
290	0.02498567857
291	0.02484300474
292	0.02478273689
293	0.02457946098
294	0.02437017867
295	0.02426753592
296	0.02411748327
297	0.02398756281
298	0.02387357444
299	0.0238061286
